Time_UNIT_sec,INS.Accel.A_x_UNIT_m/s2,INS.Accel.A_y_UNIT_m/s2,INS.Accel.A_z_UNIT_m/s2,INS.Gyro.p_UNIT_deg/s,INS.Gyro.q_UNIT_deg/s,INS.Gyro.r_UNIT_deg/s,INS.Euler.Roll_UNIT_deg,INS.Euler.Pitch_UNIT_deg,INS.Euler.Yaw_UNIT_deg,INS.GPS.P_n_UNIT_m_FRAME_O,INS.GPS.P_e_UNIT_m_FRAME_O,INS.GPS.P_d_UNIT_m_FRAME_O,INS.GPS.V_n_UNIT_m/s_FRAME_O,INS.GPS.V_e_UNIT_m/s_FRAME_O,INS.GPS.V_d_UNIT_m/s_FRAME_O,Airdata.Vair_UNIT_m/s,Airdata.AoA_UNIT_deg,Airdata.AoS_UNIT_deg
705.49,0.5132857,-0.1936634,-12.792696,0.024031296,11.65292,-1.1834427,4.4953584,-3.6351676,-140.6393,172.88022,-54.01526,-56.154991,-16.662893,-14.543214,1.1485071,21.211184,-0.5148584,-0.22971128
705.5,0.25180781,-0.35286783,-12.716737,0.86167206,12.818118,-1.7106161,4.5187152,-3.5048408,-140.6462,172.69947,-54.158463,-56.144977,-16.666917,-14.554051,1.1208259,21.21772,-0.46267092,-0.19722384
705.51,0.0069183029,-0.36475739,-12.61594,0.65674011,13.611455,-1.7238698,4.5417124,-3.3712773,-140.66437,172.51942,-54.301621,-56.173751,-16.67117,-14.563469,1.09139,21.223959,-0.41251132,-0.15735161
705.52,-0.012429354,-0.20960266,-12.735523,0.21319022,14.138217,-0.87769892,4.5352715,-3.2290802,-140.66747,172.33863,-54.444765,-56.240572,-16.671535,-14.571759,1.0646776,21.227908,-0.34524352,-0.12721614
705.53,0.0020279654,-0.13030577,-12.847843,0.61423264,14.505462,-0.11054211,4.5218894,-3.0877978,-140.66093,172.15722,-54.588006,-56.294731,-16.669405,-14.582666,1.0377844,21.232033,-0.2793019,-0.09804208
705.54,0.13042322,-0.26727249,-12.959729,1.6645407,14.38744,0.11848076,4.5387404,-2.938416,-140.6358,171.97519,-54.731513,-56.307952,-16.669692,-14.597609,1.0033149,21.239849,-0.22490447,-0.084727411
705.55,0.32548858,-0.56697266,-12.993348,2.0688038,13.928887,0.22019114,4.5679802,-2.7931734,-140.62828,171.7932,-54.875393,-56.257978,-16.67082,-14.606612,0.97241259,21.243636,-0.16475285,-0.067197338
705.56,0.54027327,-0.76770491,-13.048763,0.65319276,13.06495,0.79240294,4.5921662,-2.6597496,-140.62075,171.61104,-55.019888,-56.229741,-16.67743,-14.6143,0.94187137,21.251396,-0.1148856,-0.062764522
705.57,0.78931358,-0.72999512,-13.294578,-1.0877615,12.425318,1.9641541,4.5953535,-2.533768,-140.60199,171.42851,-55.164869,-56.24748,-16.687685,-14.622873,0.91050156,21.263386,-0.073863608,-0.074582861
705.58,0.80877382,-0.48535092,-13.538538,-1.9820049,12.304685,2.6331819,4.5535617,-2.4201109,-140.55727,171.24561,-55.309925,-56.26751,-16.696652,-14.636611,0.87309462,21.277396,-0.060491602,-0.1017381
705.59,0.69681931,-0.37100533,-13.642006,-2.4139602,12.451396,2.4152977,4.5265037,-2.3015232,-140.51243,171.06282,-55.455031,-56.256288,-16.703653,-14.65214,0.83399646,21.290443,-0.047124354,-0.12109778
705.6,0.46301793,-0.36279468,-13.658346,-2.9216264,12.806768,1.7436221,4.5199024,-2.1730349,-140.48527,170.88122,-55.600659,-56.237849,-16.703906,-14.666278,0.79605721,21.29626,-0.022180636,-0.11034726
705.61,0.32288478,-0.37458576,-13.618356,-4.2767945,13.181351,1.478444,4.4845782,-2.0462505,-140.46828,170.69981,-55.746587,-56.265805,-16.709586,-14.674847,0.75990243,21.30353,0.0065916154,-0.11036024
705.62,0.37211548,-0.36694892,-13.627175,-5.6792392,13.624773,1.815065,4.423172,-1.9162528,-140.44204,170.51759,-55.892945,-56.30056,-16.708795,-14.683976,0.71965672,21.306494,0.027886982,-0.1094311
705.63,0.3602301,-0.3310839,-13.857436,-5.4818382,14.036511,1.949166,4.3566079,-1.7785893,-140.40896,170.3333,-56.040598,-56.315921,-16.710403,-14.695647,0.68325937,21.313787,0.067392683,-0.11490772
705.64,0.40632421,-0.50959321,-14.101102,-4.7809283,14.049295,1.7221056,4.2952237,-1.6346096,-140.37193,170.14812,-56.188265,-56.275641,-16.713578,-14.708656,0.64493542,21.322953,0.1082827,-0.12480536
705.65,0.31680505,-0.75085729,-14.379068,-5.0615423,13.743931,1.6908761,4.2697884,-1.4947001,-140.35268,169.96409,-56.335931,-56.251369,-16.71456,-14.71549,0.59635039,21.324888,0.11762466,-0.12771291
705.66,0.18468971,-0.87512331,-14.488893,-6.365545,13.1847,2.0891548,4.2234898,-1.3642144,-140.33148,169.7798,-56.48372,-56.256191,-16.7203,-14.720843,0.54937634,21.330524,0.12260598,-0.14451023
705.67,0.14256989,-0.78656666,-14.380015,-8.1442882,12.851718,2.8463615,4.1358592,-1.2347629,-140.29377,169.59501,-56.631486,-56.278222,-16.723443,-14.723965,0.50232295,21.333554,0.12766648,-0.17845277
705.68,0.13676,-0.55761105,-14.440772,-8.2612976,12.884163,3.2555821,4.0403728,-1.1147087,-140.24887,169.4102,-56.779239,-56.300785,-16.723422,-14.728771,0.45707508,21.335668,0.12811179,-0.21215954
705.69,0.20907642,-0.38717346,-14.522522,-7.1524926,12.701623,3.3163609,3.9501326,-0.98872547,-140.20575,169.22458,-56.926747,-56.245492,-16.72239,-14.735695,0.41321371,21.338532,0.1376167,-0.23837791
705.7,0.30725091,-0.43253419,-14.55808,-6.0047595,12.635468,3.4169291,3.8992467,-0.85612783,-140.1676,169.03947,-57.074462,-56.192142,-16.722096,-14.746077,0.36227336,21.343741,0.13401347,-0.25405979
705.71,0.40795562,-0.59069226,-14.476558,-5.3845495,12.538754,3.5412917,3.8451667,-0.74198002,-140.12501,168.8546,-57.222257,-56.188129,-16.722026,-14.753611,0.31456269,21.347516,0.12151568,-0.28196172
705.72,0.51110717,-0.65476342,-14.237707,-6.3063288,12.439731,3.5922013,3.7894321,-0.61939791,-140.07571,168.67011,-57.370112,-56.190424,-16.72587,-14.758092,0.26937486,21.35206,0.12543816,-0.32824672
705.73,0.62221165,-0.47947111,-14.134558,-7.2764497,12.563569,3.5466111,3.7330105,-0.4934192,-140.03298,168.48592,-57.518211,-56.18648,-16.731167,-14.763478,0.22616015,21.358613,0.13749223,-0.36719001
705.74,0.59027156,-0.19260126,-14.148128,-8.0086244,12.426978,3.746777,3.637612,-0.37163152,-139.99338,168.30165,-57.666146,-56.152454,-16.733825,-14.773538,0.18460715,21.366055,0.14839893,-0.38876845
705.75,0.53707721,-0.11503528,-14.055157,-7.9213877,11.955511,4.063383,3.5553556,-0.25051514,-139.94846,168.11828,-57.814006,-56.124707,-16.732383,-14.78667,0.14073725,21.371533,0.15205632,-0.40246524
705.76,0.42815595,-0.18504978,-13.891168,-7.6737534,11.000208,4.2675401,3.476396,-0.13260391,-139.89158,167.93527,-57.961851,-56.145254,-16.728693,-14.79539,0.096031289,21.372894,0.15144061,-0.43404312
705.77,0.47161167,-0.37088065,-13.50513,-9.0036744,9.8242836,4.4113066,3.4165276,-0.028906943,-139.84392,167.75258,-58.109865,-56.167845,-16.732302,-14.800803,0.05920582,21.378033,0.15833637,-0.47448386
705.78,0.62989455,-0.38154804,-13.145547,-11.054505,8.7790938,4.3611005,3.3226972,0.053598493,-139.79921,167.56986,-58.257681,-56.16846,-16.730331,-14.806512,0.021958253,21.379208,0.14189864,-0.50398879
705.79,0.73081069,-0.18097062,-12.973118,-13.011781,8.3892638,4.3910127,3.1818268,0.13366247,-139.74527,167.38609,-58.405034,-56.119853,-16.735909,-14.813137,-0.0070093212,21.387396,0.14586878,-0.55416947
705.8,0.73254865,-0.032697741,-12.801523,-13.451088,8.8761239,4.3406195,3.0412399,0.21183048,-139.69793,167.20343,-58.552539,-56.071106,-16.738232,-14.823731,-0.037822677,21.394525,0.14167367,-0.58315996
705.81,0.57547214,0.048293937,-12.830936,-12.673768,9.4542476,3.7877499,2.9072231,0.29862568,-139.65212,167.02143,-58.700451,-56.047681,-16.737648,-14.835408,-0.068874622,21.399944,0.144905,-0.60147251
705.82,0.42564065,-0.008580882,-12.847832,-11.962488,9.5158584,2.9663218,2.7883468,0.40273763,-139.60555,166.83876,-58.84895,-56.034741,-16.734654,-14.842211,-0.096206757,21.401211,0.17574205,-0.62447464
705.83,0.43625174,-0.033206642,-13.001382,-12.538794,9.2781934,2.3139974,2.6756942,0.50063178,-139.57836,166.65523,-58.999014,-56.04877,-16.734439,-14.84705,-0.12818947,21.402988,0.18738794,-0.63701617
705.84,0.51651341,0.019748317,-13.149905,-13.59889,9.1156179,2.0463632,2.5599845,0.57871231,-139.56345,166.47125,-59.149046,-55.986292,-16.732641,-14.852203,-0.15961372,21.403543,0.18001146,-0.63637921
705.85,0.5501542,0.030375076,-13.041295,-14.562934,9.7241791,2.1512729,2.395588,0.66859107,-139.53593,166.28801,-59.29901,-55.957185,-16.732367,-14.862615,-0.19648926,21.407875,0.16957854,-0.64022608
705.86,0.58970656,-0.11923694,-12.811251,-15.033726,10.748037,2.2224988,2.2497296,0.76960351,-139.50437,166.10465,-59.448833,-55.931727,-16.730628,-14.869921,-0.2287858,21.409089,0.18298296,-0.65149
705.87,0.50412702,-0.24665314,-12.535837,-15.454734,11.448042,1.749808,2.1042098,0.886514,-139.48024,165.92075,-59.598438,-55.911053,-16.731891,-14.873115,-0.25493765,21.410528,0.22893425,-0.66879248
705.88,0.47248322,-0.29297945,-12.484392,-16.220591,11.664732,1.0516031,1.9557509,1.0023292,-139.45924,165.73691,-59.748152,-55.903222,-16.736279,-14.875282,-0.28063245,21.414152,0.27513465,-0.69102211
705.89,0.33815438,-0.14815448,-12.680318,-16.403406,11.198588,0.62283694,1.7714686,1.1209781,-139.45017,165.55325,-59.898175,-55.897081,-16.734383,-14.878188,-0.30735761,21.413651,0.3199363,-0.68838929
705.9,0.31622912,-0.017964943,-12.875652,-16.061151,10.534606,0.49242339,1.6062607,1.2333912,-139.44707,165.37155,-60.048643,-55.901436,-16.734707,-14.880652,-0.33695838,21.413153,0.35095696,-0.68279634
705.91,0.4694382,0.045982736,-12.990988,-14.993199,9.7173449,0.37232786,1.4596906,1.3296257,-139.43775,165.18991,-60.198973,-55.91317,-16.728183,-14.882511,-0.37061297,21.407777,0.3548994,-0.67468776
705.92,0.55128919,0.17308442,-12.993263,-14.170622,8.6023811,-0.095026016,1.3094461,1.4238622,-139.42583,165.0072,-60.348702,-55.885556,-16.729731,-14.887317,-0.40241456,21.411595,0.36250227,-0.67897893
705.93,0.72179684,0.15861248,-12.893646,-13.361501,7.6275116,-0.72826169,1.1709272,1.5109679,-139.42968,164.82558,-60.498439,-55.860952,-16.731003,-14.894621,-0.43399063,21.416026,0.36330108,-0.66065302
705.94,0.66790747,0.14502678,-12.868279,-12.415719,6.8638706,-1.0281268,1.0421723,1.5727248,-139.44587,164.64482,-60.648325,-55.845847,-16.726706,-14.899872,-0.46478784,21.414493,0.34038047,-0.62347524
705.95,0.56787837,0.11696558,-12.879757,-11.366153,6.6322178,-0.79723479,0.92445713,1.6371515,-139.45615,164.46486,-60.798149,-55.831931,-16.730495,-14.90467,-0.49421611,21.418287,0.32470751,-0.6059912
705.96,0.61227409,0.1654369,-12.856331,-9.7416354,7.149461,-0.5982905,0.81067065,1.7048697,-139.45769,164.28493,-60.948077,-55.862747,-16.729604,-14.906933,-0.5257674,21.417767,0.30658485,-0.59441767
705.97,0.54262001,0.32330198,-12.723378,-8.6785285,7.7880253,-0.58709258,0.71741296,1.7771646,-139.45827,164.10432,-61.098508,-55.894048,-16.726562,-14.90993,-0.55748059,21.417058,0.29279211,-0.57859111
705.98,0.57655987,0.3516903,-12.521004,-8.4782306,8.2509122,-0.63775331,0.65787195,1.8605878,-139.46961,163.92205,-61.251106,-55.897856,-16.726068,-14.917951,-0.58609443,21.421518,0.29898194,-0.54511135
705.99,0.60825682,0.20952309,-12.357668,-9.4368329,8.5937024,-0.32255578,0.56614524,1.9490108,-139.47464,163.73967,-61.404017,-55.913799,-16.722173,-14.922393,-0.6102076,21.420831,0.32170032,-0.51886479
706,0.53114198,0.087143732,-12.314486,-10.549843,8.8091651,0.02831524,0.46151499,2.0318362,-139.47676,163.55797,-61.556731,-55.942311,-16.722166,-14.925095,-0.63547279,21.420891,0.33586926,-0.50613874
706.01,0.6115577,0.11535126,-12.479768,-10.600236,8.6468506,-0.3457097,0.34337877,2.1214026,-139.46669,163.37559,-61.709049,-55.990086,-16.724884,-14.925052,-0.66083475,21.421952,0.35666901,-0.51743952
706.02,0.68343003,0.28927356,-12.71196,-10.487679,8.2918034,-1.014558,0.24196435,2.2148591,-139.46868,163.19277,-61.86123,-56.016813,-16.722243,-14.926763,-0.6866322,21.421176,0.38005482,-0.50479628
706.03,0.73702323,0.3314465,-12.878305,-11.839431,7.6700257,-1.4256673,0.14530956,2.2898709,-139.49334,163.01037,-62.013493,-55.97958,-16.721626,-14.933602,-0.71899746,21.425309,0.36786984,-0.46210112
706.04,0.80238508,0.10517014,-12.950795,-14.241064,7.0547998,-0.85964512,0.034197854,2.3622994,-139.51236,162.82805,-62.165575,-55.945308,-16.719965,-14.939988,-0.75253182,21.428089,0.34991625,-0.42371825
706.05,0.70453998,-0.22594652,-12.942891,-16.799569,6.5899881,0.33080023,-0.14751074,2.4313553,-139.51529,162.646,-62.317096,-55.932666,-16.722682,-14.939406,-0.78237566,21.428528,0.33782099,-0.42366947
706.06,0.71115187,-0.51115263,-12.974386,-18.435936,5.906918,1.1958564,-0.3253765,2.4970062,-139.50069,162.46405,-62.468219,-55.953181,-16.728292,-14.936803,-0.81309256,21.429899,0.31994974,-0.45049777
706.07,0.79022156,-0.55079924,-13.038942,-18.453813,5.4928752,1.3136454,-0.51415205,2.552231,-139.48349,162.28172,-62.618747,-55.975769,-16.731829,-14.930322,-0.84622758,21.427874,0.28449572,-0.48565581
706.08,0.74620058,-0.43341188,-13.032755,-18.445805,5.835458,0.91355365,-0.70172833,2.5976105,-139.46999,162.09987,-62.768848,-55.980505,-16.739983,-14.926943,-0.87968329,21.430848,0.23867386,-0.51834985
706.09,0.74308028,-0.32182455,-12.814004,-18.007753,7.1080081,0.57890063,-0.87922693,2.6562233,-139.4673,161.91832,-62.919151,-55.942003,-16.746491,-14.925719,-0.91156928,21.433852,0.21049679,-0.53151626
706.1,0.58717127,-0.24993576,-12.571887,-17.486108,8.8969882,0.45177968,-1.0632515,2.7372223,-139.46676,161.73732,-63.068864,-55.905029,-16.746048,-14.921661,-0.94252904,21.429783,0.20636274,-0.53770589
706.11,0.50437226,-0.21089148,-12.561227,-16.62607,10.360413,0.25262433,-1.2327085,2.838193,-139.46185,161.55649,-63.218193,-55.916073,-16.751196,-14.918237,-0.965912,21.431022,0.24288295,-0.55814262
706.12,0.51652587,-0.15734338,-12.813661,-16.016641,11.200784,-0.029777337,-1.3986059,2.9518365,-139.45857,161.37535,-63.367638,-55.946999,-16.752741,-14.912084,-0.99109178,21.429088,0.28685187,-0.57656939
706.13,0.37027562,-0.082418467,-13.196665,-15.847496,11.27618,-0.50033938,-1.5428105,3.0670508,-139.46997,161.19431,-63.516191,-55.975264,-16.754277,-14.908424,-1.0251298,21.429086,0.30953428,-0.57635413
706.14,0.31707647,-0.13742304,-13.417226,-15.705825,11.134546,-0.73369509,-1.7098774,3.1825458,-139.47787,161.01329,-63.66417,-56.01027,-16.754329,-14.903883,-1.0634246,21.426892,0.32049466,-0.57890917
706.15,0.31060461,-0.24162133,-13.420288,-14.921871,10.852502,-1.0009295,-1.8716291,3.2857305,-139.49247,160.83216,-63.811411,-55.989971,-16.751875,-14.894664,-1.0989308,21.41862,0.32579234,-0.58128369
706.16,0.33960594,-0.25455654,-13.300065,-12.920152,10.244345,-1.7145341,-2.0224562,3.3978693,-139.50064,160.6505,-63.958752,-55.994836,-16.755159,-14.884629,-1.1339898,21.414759,0.34124515,-0.60170304
706.17,0.42463424,-0.11098848,-13.256403,-10.914918,9.8599167,-2.4979432,-2.1365159,3.5000832,-139.52631,160.46899,-64.107459,-56.052011,-16.758496,-14.877366,-1.1695563,21.414295,0.34705736,-0.59810193
706.18,0.37851103,0.089439042,-13.295433,-9.7388356,9.4906819,-2.9762067,-2.2296556,3.5841828,-139.56461,160.28713,-64.258227,-56.064256,-16.757451,-14.870492,-1.2018476,21.409705,0.34389589,-0.57486792
706.19,0.32210483,-0.0088540064,-13.232495,-8.8528819,9.9636617,-2.4154461,-2.3225823,3.6805216,-139.60372,160.10526,-64.409324,-56.059061,-16.755729,-14.866275,-1.2369561,21.405842,0.34592784,-0.54292425
706.2,0.31283993,-0.27597088,-13.079563,-7.6346332,11.162814,-1.4804046,-2.4268429,3.7760402,-139.62942,159.92332,-64.560164,-56.093841,-16.753175,-14.85919,-1.2742985,21.399398,0.33992648,-0.52884056
706.21,0.19722483,-0.58887269,-12.867064,-6.166146,11.894634,-0.65840287,-2.4895614,3.8971188,-139.63508,159.73959,-64.710984,-56.127074,-16.758198,-14.845187,-1.3036546,21.396129,0.37961053,-0.56499716
706.22,0.17595826,-0.73413943,-12.748938,-4.7276237,12.12403,-0.44813458,-2.5342543,4.0304961,-139.64662,159.55539,-64.862356,-56.199765,-16.762214,-14.831839,-1.3305064,21.394401,0.43907572,-0.59201792
706.23,0.14078203,-0.41650926,-13.266211,-3.3198965,11.367121,-0.90799959,-2.5811616,4.1460647,-139.65386,159.37108,-65.013042,-56.285129,-16.762648,-14.814469,-1.3591506,21.387043,0.47457539,-0.62519983
706.24,0.14200469,-0.13862929,-14.110611,-1.3374964,10.273344,-1.3575256,-2.6208888,4.2561855,-139.66927,159.18725,-65.163262,-56.301164,-16.765585,-14.801863,-1.3904522,21.383262,0.4987557,-0.64358283
706.25,0.28895175,-0.030487732,-14.92415,1.3161045,9.1963385,-1.8415961,-2.6174081,4.3500103,-139.69476,159.00466,-65.31368,-56.30124,-16.758117,-14.79503,-1.443878,21.375713,0.44897819,-0.61641932
706.26,0.25851245,-0.091757625,-15.43015,3.378314,8.1005091,-2.0084862,-2.5898176,4.438583,-139.71748,158.82202,-65.464163,-56.343405,-16.755185,-14.782372,-1.5008981,21.369619,0.38366045,-0.6109323
706.27,0.35647496,-0.2265572,-15.339955,3.4953653,6.6555727,-1.9845775,-2.5394652,4.5100463,-139.74288,158.63879,-65.614497,-56.359915,-16.758585,-14.769878,-1.5579303,21.369795,0.30216571,-0.61349853
706.28,0.42772612,-0.025168062,-15.044546,2.6307347,5.2483849,-1.8870587,-2.5001258,4.5762679,-139.76413,158.45467,-65.764132,-56.303612,-16.755149,-14.754218,-1.6123408,21.362412,0.22077132,-0.61697357
706.29,0.34710345,0.16986377,-14.473365,1.6486576,4.5773045,-1.3127586,-2.4964419,4.6092047,-139.78573,158.27167,-65.914219,-56.254389,-16.75512,-14.747127,-1.6625953,21.361533,0.11879338,-0.6051839
706.3,0.44093137,0.15681233,-13.811104,1.6183714,4.484574,-0.79296266,-2.4882268,4.6470218,-139.80221,158.08983,-66.064667,-56.247197,-16.749615,-14.742757,-1.7090112,21.357032,0.031723079,-0.58317227
706.31,0.38813581,0.080568379,-13.293152,1.1212123,5.628892,-0.74111558,-2.4690469,4.7004459,-139.79964,157.90772,-66.215326,-56.254414,-16.745116,-14.73166,-1.7416663,21.348408,-0.0051646419,-0.59863481
706.32,0.41642038,-0.0047942842,-13.093941,-0.7511603,6.891388,-0.88581484,-2.4368895,4.7529405,-139.80663,157.72567,-66.36657,-56.236501,-16.748523,-14.723151,-1.772237,21.348551,-0.035297276,-0.61328792
706.33,0.48174066,0.029781862,-13.426079,-3.2762277,7.5264337,-1.1335858,-2.470123,4.8358299,-139.83285,157.54333,-66.517518,-56.185429,-16.744776,-14.715472,-1.8042292,21.344379,-0.03917272,-0.59705078
706.34,0.38949163,-0.00036596137,-13.844497,-5.2257127,7.6853758,-0.69585127,-2.5302215,4.9216667,-139.84491,157.36133,-66.66777,-56.12623,-16.7424,-14.707725,-1.8409365,21.340607,-0.053761887,-0.59716302
706.35,0.34158568,-0.13939131,-14.051774,-5.147339,6.8852149,-0.083133366,-2.5923537,4.989591,-139.85378,157.18003,-66.817095,-56.085392,-16.741044,-14.69728,-1.8873429,21.335654,-0.11325028,-0.60670536
706.36,0.36352134,-0.20477884,-13.812511,-4.1205072,5.1733064,-0.36015181,-2.6414584,5.0584472,-139.84807,156.9984,-66.96601,-56.114729,-16.739604,-14.683036,-1.9309831,21.329187,-0.16575826,-0.63921926
706.37,0.47973501,-0.23862985,-13.208155,-3.4782885,3.113332,-0.94516597,-2.673551,5.1111881,-139.85099,156.81698,-67.114949,-56.161284,-16.737516,-14.669871,-1.9692343,21.32321,-0.21907546,-0.65922752
706.38,0.65443933,-0.22378661,-12.673729,-3.6006228,1.0129622,-1.6467641,-2.6982994,5.1184164,-139.87623,156.63576,-67.264209,-56.128463,-16.738677,-14.661882,-1.9980451,21.321228,-0.28999261,-0.64916342
706.39,0.66757481,-0.16929888,-12.278906,-3.9429318,0.40289982,-1.6408817,-2.7427151,5.1128689,-139.8943,156.45495,-67.413448,-56.058831,-16.742508,-14.652845,-2.02219,21.319072,-0.3619763,-0.65133161
706.4,0.65394477,-0.092476293,-12.139122,-3.9536016,1.4088899,-1.4117461,-2.7944639,5.1043063,-139.91134,156.27462,-67.562959,-56.039349,-16.745392,-14.64485,-2.0470338,21.317474,-0.43862958,-0.64929469
706.41,0.60733405,0.075244335,-12.111292,-3.0731942,2.9925262,-1.8279996,-2.8300388,5.1344478,-139.91669,156.0938,-67.711632,-56.055282,-16.742181,-14.635675,-2.0677735,21.310884,-0.46698644,-0.65544882
706.42,0.52417466,0.23145133,-12.036775,-2.1526815,4.3314398,-2.7014534,-2.8589502,5.174563,-139.93932,155.91287,-67.860143,-56.077147,-16.744459,-14.630559,-2.0914342,21.311822,-0.49050699,-0.64738472
706.43,0.53563536,0.2346193,-12.012699,-1.2156252,4.9727055,-3.4349047,-2.8730471,5.2226632,-139.9794,155.73219,-68.010439,-56.075311,-16.741472,-14.624618,-2.1149724,21.308521,-0.5054515,-0.61575733
706.44,0.34171459,0.21202613,-11.98179,-0.010127565,5.5080417,-3.3338303,-2.8938475,5.2697538,-140.02628,155.55224,-68.160603,-56.050932,-16.736062,-14.618167,-2.1346817,21.301289,-0.51165666,-0.57371736
706.45,0.36749327,0.10999933,-11.938056,1.5063122,6.0281668,-2.9559233,-2.8902121,5.3265768,-140.05795,155.37236,-68.310122,-56.049768,-16.736767,-14.609821,-2.1562179,21.297677,-0.51343266,-0.5624316
706.46,0.47396718,0.061699522,-11.987484,3.2481759,6.3793515,-2.8347401,-2.8674891,5.3892853,-140.08113,155.19184,-68.459206,-56.064653,-16.730295,-14.598487,-2.1783604,21.287657,-0.51273831,-0.55445439
706.47,0.55650244,0.13533848,-12.004986,4.5495632,6.2963157,-3.2832769,-2.8260736,5.4565158,-140.1154,155.01176,-68.607967,-56.101846,-16.731704,-14.591808,-2.1983357,21.286305,-0.49873579,-0.53924123
706.48,0.66102005,0.10897147,-11.86256,5.312123,5.7827416,-3.5368113,-2.7783899,5.5163111,-140.1557,154.83185,-68.756385,-56.139672,-16.730819,-14.585606,-2.2216638,21.283706,-0.50097163,-0.51149425
706.49,0.44673327,0.15496692,-11.728314,5.9434115,5.1055213,-3.1416656,-2.7244456,5.5694487,-140.20095,154.65228,-68.904727,-56.16889,-16.728622,-14.579947,-2.2440104,21.280339,-0.5069767,-0.47406471
706.5,0.31828338,0.19851042,-11.526714,6.6660793,4.4845045,-2.6452913,-2.6710895,5.6130579,-140.2299,154.47298,-69.052981,-56.231648,-16.728287,-14.571114,-2.2583104,21.275965,-0.50232203,-0.4624018
706.51,0.3397753,0.25456208,-11.399736,7.3805132,3.6307799,-2.6108975,-2.5989832,5.6556355,-140.24814,154.29332,-69.201017,-56.308612,-16.719248,-14.561404,-2.2752098,21.265276,-0.50735031,-0.44816997
706.52,0.45201712,0.25741151,-11.513022,7.1576947,1.9078801,-3.1738595,-2.5217935,5.6910244,-140.27534,154.11395,-69.348925,-56.376645,-16.715193,-14.555954,-2.2906795,21.260701,-0.51352967,-0.42445697
706.53,0.7100157,0.066919632,-11.554954,5.8723311,-0.16872333,-3.6251731,-2.4437962,5.7059438,-140.31757,153.9347,-69.496886,-56.404297,-16.713378,-14.552351,-2.3063647,21.258994,-0.53933789,-0.38507359
706.54,0.7515336,-0.12073642,-11.580309,4.3435385,-1.8971489,-3.3965933,-2.4069846,5.6762525,-140.35885,153.75533,-69.644819,-56.416917,-16.712597,-14.543995,-2.3274886,21.255735,-0.62583049,-0.35566638
706.55,0.73718573,-0.13693217,-11.395501,3.6749503,-2.9246484,-2.9813975,-2.3807653,5.6468016,-140.38813,153.57644,-69.792731,-56.467052,-16.717202,-14.536934,-2.3445579,21.256569,-0.70074377,-0.34447891
706.56,0.77691617,-0.0068328869,-11.10878,4.1118029,-3.3881857,-2.7446728,-2.3525906,5.6186253,-140.40659,153.39756,-69.94078,-56.533292,-16.717438,-14.527626,-2.3604114,21.252295,-0.77294152,-0.34107906
706.57,0.72889863,0.13108623,-10.883073,4.4729073,-3.9964987,-2.6692796,-2.3013832,5.582453,-140.43728,153.21796,-70.088872,-56.592754,-16.715532,-14.524715,-2.3694378,21.249373,-0.83294301,-0.31025264
706.58,0.72390027,0.16860331,-10.726613,4.4843047,-4.557975,-2.5168686,-2.2538737,5.5335592,-140.46511,153.03711,-70.23769,-56.613124,-16.716109,-14.522318,-2.3807885,21.248887,-0.91157239,-0.2855169
706.59,0.6473692,0.035743412,-10.497782,4.91911,-4.8025969,-1.7703136,-2.218717,5.4843106,-140.48482,152.85655,-70.386611,-56.627739,-16.714803,-14.51721,-2.388978,21.244422,-0.98371173,-0.271462
706.6,0.44656367,0.057072838,-10.108715,6.0183421,-5.0423153,-1.123983,-2.1810363,5.4349941,-140.50013,152.67704,-70.535873,-56.699545,-16.713781,-14.511606,-2.3975727,21.239903,-1.0572429,-0.26241251
706.61,0.39910746,0.085791742,-9.8460466,6.9392106,-5.6804236,-0.74056634,-2.0994785,5.3883391,-140.49932,152.49849,-70.685312,-56.787849,-16.714649,-14.504352,-2.3959958,21.234786,-1.1013583,-0.27782655
706.62,0.40909507,0.19400285,-9.7146248,7.1130896,-6.5031854,-0.70251332,-2.0170447,5.3274545,-140.50474,152.32034,-70.834539,-56.87734,-16.70681,-14.499781,-2.3919949,21.224547,-1.1537056,-0.26714912
706.63,0.40920938,0.210646,-9.6447158,5.4758692,-7.9858708,-0.83975215,-1.9562666,5.2528928,-140.50931,152.14201,-70.983121,-56.928026,-16.706713,-14.495773,-2.3932618,21.220913,-1.2326316,-0.2696711
706.64,0.4907227,0.05783174,-9.4317771,3.6863486,-9.7938321,-0.80078493,-1.8991792,5.1765301,-140.5189,151.9643,-71.13164,-56.974725,-16.703403,-14.494505,-2.3941627,21.216088,-1.3121778,-0.25548276
706.65,0.370325,0.076012474,-9.0076559,2.5250419,-11.846525,-1.02374,-1.8872086,5.0633024,-140.52064,151.7873,-71.280197,-57.08565,-16.701825,-14.487293,-2.3867504,21.20813,-1.4079052,-0.262075
706.66,0.38939289,0.14811568,-8.5459636,2.0006235,-13.588693,-1.5244679,-1.8694143,4.931484,-140.52286,151.61039,-71.428358,-57.192095,-16.703458,-14.482665,-2.3766764,21.203963,-1.513782,-0.26857384
706.67,0.46249928,0.39831064,-8.1125672,1.9435065,-14.782546,-2.6783737,-1.847673,4.7817243,-140.53909,151.4334,-71.576271,-57.257176,-16.69731,-14.479658,-2.3618352,21.194266,-1.6252819,-0.24479697
